"name_with_owner","author","message","is_core"
"netbox-community/netbox","jeremystretch","PRVB",1
"PhantomBot/PhantomBot","gmt2001","Improve JavaDoc clarity",1
"archesproject/arches","apeters","fix whole world search issues, re #10120",1
"archesproject/arches","njkim","Separate validation & graphid, #9925",1
"archesproject/arches","njkim","Fix the operation name & nit, #9366",1
"archesproject/arches","chiatt","Merge pull request #9795 from SDScandrettKint/9777_create_package_slash_in_graph_dev7.4.x

Fix for graphs with forward slash (""/"") in name when using create_package (dev/7.4.x)",1
"postmanlabs/postman-docs","nerminamiller-postman","Merge branch 'develop' into TW-1408-Fix-branded-terms-errors-detected-by-Vale",0
"postmanlabs/postman-docs","akinard-postman","Update for new image file name.",0
"postmanlabs/postman-docs","akinard-postman","More updates.",0
"PhantomBot/PhantomBot","Sartharon","Merge branch 'master' into Commands",0
"postmanlabs/postman-docs","DanielKimmelmann1","Update src/pages/docs/postman-flows/reference/blocks-list.md

Co-authored-by: Pete Witcher <107959588+petewitcher-postman@users.noreply.github.com>",0
"postmanlabs/postman-docs","petewitcher-postman","Update src/pages/docs/postman-flows/reference/blocks-list.md

Co-authored-by: Ashley Kinard <113702138+akinard-postman@users.noreply.github.com>",0
"xamarin/xamarin-macios","rolfbjarne","[dotnet] Add a property to opt-out of the _CopyLocalBindingResources logic easily. (#18443)

It seems this target has more problems than at first I thought, so make
it easier to opt-out of it by just setting a property in the csproj.

More investigation is needed, but I'm keeping the target on by default
for now, since it solves a real-world problem as well.

Ref: https://github.com/xamarin/xamarin-macios/issues/18445",1
"xamarin/xamarin-macios","rolfbjarne","[net8.0] Merge main into net8.0.",1
"archesproject/arches","stickler-ci","Fixing style errors.",1
"weaviate/weaviate","redouan-rhazouani","Clusterapi: fix getting multiple objects during repair",0
"xamarin/xamarin-macios","haritha-mohan","[Foundation] Improve visibility of NSObject members in intellisense (#19106)",0
"weaviate/weaviate","asdine","ensure pending jobs are thread safe",0
"xamarin/xamarin-macios","mandel-macaque","[Tests] Use the correct nuget version on CI

Similar to PR https://github.com/xamarin/xamarin-macios/pull/18600
we need to use the same verison as the one found in the workload file in
CI and not that one from the make.config.",1
"postmanlabs/postman-docs","claireriley","add API Security",1
"postmanlabs/postman-docs","claireriley","change word",1
"postmanlabs/postman-docs","claireriley","Update src/pages/docs/collaborating-in-postman/roles-and-permissions.md

Co-authored-by: Jonathan Konrath <80709817+jkonrath-postman@users.noreply.github.com>",1
"weaviate/weaviate","dirkkul","golint issues",0
"weaviate/weaviate","dirkkul","Add batch queue congestion info to node status (#3372)

Co-authored-by: Parker Duckworth <parkerduckworth@gmail.com>",0
"postmanlabs/postman-docs","petewitcher-postman","Date, style, and gerunds",0
"Dallinger/Dallinger","fmhoeger","Remove 'prolific_reward_cents' and deprecate 'prolific_maximum_allowed_minutes' (#5762)

* Remove prolific_reward_cents and use base_payment for Prolific reward by multiplying base_payment with 100
* Deprecate prolific_maximum_allowed_minutes",1
"archesproject/arches","chiatt","Merge pull request #9320 from archesproject/9319_file_viewer_fix

fixes tile file download issue that can cause arches crash per #9319",1
"netbox-community/netbox","abhi1693","fix db maintenance mode exception #12966",0
"netbox-community/netbox","abhi1693","fix permission #12818",0
"nextcloud/polls","dartcafe","change property

Signed-off-by: dartcafe <github@dartcafe.de>",1
"postmanlabs/postman-docs","petewitcher-postman","Combined steps",0
"postmanlabs/postman-docs","petewitcher-postman","Create doc",0
"jens-maus/RaspberryMatic","jens-maus","updated upstream kernel to 6.1.50",1
"weaviate/weaviate","antas-marcin","Merge pull request #3412 from weaviate/revert-3392-auto-tenant

Revert ""Create nonexistent tenants in batch by default""",1
"weaviate/weaviate","antas-marcin","Fix gRPC Batch API AutoSchema",1
"PhantomBot/PhantomBot","gmt2001","Update follow references",1
"PhantomBot/PhantomBot","gmt2001","Fix alerts queue usage
Fix memory leak in alerts audio
closes PhantomBot/PhantomBot#3134",1
"lvgl/lvgl","kisvegabor","Update ROADMAP.rst",1
"postmanlabs/postman-docs","nerminamiller-postman","Update LeftNavItems.jsx

Updates headings in leftnav and top pages",0
"jens-maus/RaspberryMatic","jens-maus","bump rpi kernel to latest stable_20231030 again.",1
"lvgl/lvgl","niklasf","feat(font): add option to disable kerning (#4725)",0
"weaviate/weaviate","etiennedi","increase backup time",1
"weaviate/weaviate","antas-marcin","Merge remote-tracking branch 'origin/stable/v1.19'",1
"archesproject/arches","njkim","Support update/insert in tile xls importer, #9920",1
"postmanlabs/postman-docs","claireriley","update p1",1
"xamarin/xamarin-macios","rolfbjarne","[xcode15] Add back armv7k support for watchOS. Fixes #18902. (#18947)

Only i386 is gone from watchOS 4.0, not armv7k.

Fixes https://github.com/xamarin/xamarin-macios/issues/18902.",1
"postmanlabs/postman-docs","MatthewPinsker-postman","Refresh SCIM provisioning overview",0
"postmanlabs/postman-docs","MatthewPinsker-postman","Remove collection summary, add sub-folder limit",0
"postmanlabs/postman-docs","MatthewPinsker-postman","Merge branch 'develop' into tw-1362-vs-code-extension-postman-console",0
"postmanlabs/postman-docs","MatthewPinsker-postman","Users need Editor role to edit a collection

Minor wording change to description of Super Admin and Network Manager permissions. Also fixed a broken link.",0
"postmanlabs/postman-docs","jkonrath-postman","add image",1
"postmanlabs/postman-docs","jkonrath-postman","Merge branch 'develop' into TW-1090-RFA-viewer-elevate-workspace-role",1
"postmanlabs/postman-docs","jkonrath-postman","edits",1
"postmanlabs/postman-docs","jkonrath-postman","review edits",1
"postmanlabs/postman-docs","MatthewPinsker-postman","Tagging elements is on Enterprise plans only",0
"postmanlabs/postman-docs","MatthewPinsker-postman","Merge branch 'develop' into tw-1276-spectral-parameter-and-property-descriptions",0
"weaviate/weaviate","parkerduckworth","requested PR changes",0
"xamarin/xamarin-macios","dalexsoto","Fix Make.versions",1
"postmanlabs/postman-docs","nerminamiller-postman","Update LeftNavItems.jsx

Reverts Documenting your API changes",0
"lvgl/lvgl","kisvegabor","chore: update ROADMAP.rst",1
"weaviate/weaviate","parkerduckworth","Multi-tenancy support for GQL Get{} queries (#3105)",0
"postmanlabs/postman-docs","jkonrath-postman","Merge pull request #4862 from postmanlabs/TW-1178-Doc-interceptor-revamp

TW-1178 Doc Interceptor revamp",1
"postmanlabs/postman-docs","jkonrath-postman","all keys",1
"postmanlabs/postman-docs","jkonrath-postman","Redirects",1
"postmanlabs/postman-docs","jkonrath-postman","Merge branch 'develop' into TW-693-Doc-GraphQL",1
"postmanlabs/postman-docs","jkonrath-postman","Update src/pages/docs/getting-started/about-postbot.md

Co-authored-by: Mark Anthony <87772944+mark-anthony-postman@users.noreply.github.com>",1
"PhantomBot/PhantomBot","gmt2001","Merge branch 'master' into deps",1
"PhantomBot/PhantomBot","gmt2001","Add ability to enable SSL for MySQL connection",1
"PhantomBot/PhantomBot","gmt2001","Ensure correct case",1
"archesproject/arches","phudson-he","Added aria-labels to region containers",0
"postmanlabs/postman-docs","petewitcher-postman","Review feedback",0
"postmanlabs/postman-docs","petewitcher-postman","Update src/pages/docs/postman-flows/tutorials/webhooks.md

Co-authored-by: Mark Anthony <87772944+mark-anthony-postman@users.noreply.github.com>",0
"postmanlabs/postman-docs","petewitcher-postman","Added subheadings",0
"weaviate/weaviate","dirkkul","Add fusion type to grpc hybrid search",0
"postmanlabs/postman-docs","claireriley","add draft",1
"jens-maus/RaspberryMatic","jp112sdl","modified 'hmlangw' to add timestamps to all stderr output (#2391, #2390, @jp112sdl)

Co-authored-by: Jens Maus <mail@jens-maus.de>",0
"archesproject/arches","chiatt","Merge pull request #10045 from SDScandrettKint/add_report_button_to_resource

Add a ""View Report"" button to resource editor",1
"postmanlabs/postman-docs","jkonrath-postman","Merge branch 'develop' into TW-1091-Doc-Golang-SDK-with-Gin-framework-support-for-Live-Collections",1
"postmanlabs/postman-docs","jkonrath-postman","lint fix",1
"postmanlabs/postman-docs","jkonrath-postman","remove smart quotes",1
"netbox-community/netbox","abhi1693","Changes render config card with accordian (#12724)

* changes render config card with accordian #12470

* fixed indentation #12470

* Use -flush CSS class to reduce whitespace

---------

Co-authored-by: jeremystretch <jstretch@netboxlabs.com>",0
"pingcap/docs","hfxsd","roadmap: add v7.4.0 release notes (#14974)",1
"lvgl/lvgl","niklasf","perf(dev): use triple buffering for linux drm (#4661)",0
"lvgl/lvgl","W-Mai","feat(timer): add auto delete flag and get pause status (#4708)",0
"netbox-community/netbox","jeremystretch","Changelog for #7503, #9876, #12015, #12538, #12762",1
"archesproject/arches","chrabyrd","nit #9789",1
"lvgl/lvgl","kisvegabor","refactor(msg): remove lv_msg in favor of lv_observer",1
"archesproject/arches","chrabyrd","updates arches-templates webpack build #9304",1
"weaviate/weaviate","tsmith023","move changes into stable/v1.21 checkedout branch",0
"PhantomBot/PhantomBot","gmt2001","Merge pull request #3199 from gmt2001/patch-628

Patch 628",1
"PhantomBot/PhantomBot","gmt2001","Rename twitchalerts to streamlabs",1
"weaviate/weaviate","antas-marcin","Add many module enabled tests",1
"weaviate/weaviate","antas-marcin","e2e tests batch api / data / autoschema / graphql",1
"netbox-community/netbox","jeremystretch","#8684: Fix test",1
"weaviate/weaviate","antas-marcin","Fix for checking the RERANKER_INFERENCE_API mandatory setting",1
"archesproject/arches","RobOatesHistoricEngland","Remove exception check",0
"postmanlabs/postman-docs","jkonrath-postman","More link moves",1
"postmanlabs/postman-docs","jkonrath-postman","review edit",1
"postmanlabs/postman-docs","jkonrath-postman","review edit",1
"postmanlabs/postman-docs","jkonrath-postman","Merge branch 'develop' into TW-1102-Postbot-section-in-LC",1
"postmanlabs/postman-docs","jkonrath-postman","Merge pull request #5028 from postmanlabs/tw-1258-private-api-network-features

[TW-1258] Private API Network features",1
"postmanlabs/postman-docs","jkonrath-postman","About enterprise changes from gdoc",1
"TurningWheel/Barony","WALLOFJUSTICE","Merge pull request #800 from WALLOFJUSTICE/dev-23-q1

* last ghosty bits?",1
"postmanlabs/postman-docs","claireriley","change page url",1
"lvgl/lvgl","kisvegabor","refactor: disp->display, res->result/resolution, hor/ver->horizontal/vertical, txt->text, angle->rotation, zoom->scale",1
"archesproject/arches","chrabyrd","nit #9304",1
"postmanlabs/postman-docs","mark-anthony-postman","Refresh Newman with Docker page",1
"PhantomBot/PhantomBot","gmt2001","Update JavaDoc",1
"archesproject/arches","johnatawnclementawn","nit #9346",0
"archesproject/arches","robgaston","nits, re: 9055",1
"postmanlabs/postman-docs","petewitcher-postman","Merge branch 'develop' into tw-1390-integrations-webhooks-refresh",0
"netbox-community/netbox","jeremystretch","Clean up script & report job views",1
"netbox-community/netbox","jeremystretch","Add missing load tag for i18n",1
"postmanlabs/postman-docs","jkonrath-postman","Apply suggestions from code review

Co-authored-by: Mark Anthony <87772944+mark-anthony-postman@users.noreply.github.com>",1
"postmanlabs/postman-docs","jkonrath-postman","Merge branch 'develop' into TW-1164-Changing-pricing-notes-for-new-enterprise-plans",1
"postmanlabs/postman-docs","jkonrath-postman","Merge branch 'develop' into tw-1120-linux-for-enterprise",1
"postmanlabs/postman-docs","jkonrath-postman","Merge pull request #5079 from postmanlabs/tw-1275-split-generating-api-docs

[TW-1275] Split up documentation page",1
"postmanlabs/postman-docs","jkonrath-postman","Merge pull request #5026 from postmanlabs/TW-1306-doc-fix-for-truncating-leading-zeros

[TW-1306] Doc fix for truncating leading zeros from data files",1
"postmanlabs/postman-docs","jkonrath-postman","Merge pull request #4864 from postmanlabs/TW-1086-members-and-groups-pages-redesign

TW-1086 members and groups pages redesign",1
"postmanlabs/postman-docs","tristandenyer","Merge pull request #4990 from postmanlabs/revert-font-changes

reverting font improvement changes",1
"netbox-community/netbox","jeremystretch","Closes #13367: Delete unused device component deletion templates",1
"TurningWheel/Barony","WALLOFJUSTICE","Update README.md",1
"postmanlabs/postman-docs","claireriley","fix links",1
"postmanlabs/postman-docs","claireriley","add note",1
"postmanlabs/postman-docs","claireriley","Merge remote-tracking branch 'origin/develop' into TW-1274-rework-domain-capture",1
"archesproject/arches","bferguso","9407 - First cut of es refresh descriptors argument",0
"weaviate/weaviate","dirkkul","Readd linked class for references in grpc",0
"postmanlabs/postman-docs","claireriley","remove ""only""",1
"postmanlabs/postman-docs","claireriley","Merge pull request #4721 from postmanlabs/tw-888-hide-left-sidebar

[TW-888] dynamically hide left sidebar",1
"archesproject/arches","chrabyrd","Merge branch '9472-cbyrd-updates-append-branch-for-multiple-identical-nodes' of https://github.com/archesproject/arches into 9472-cbyrd-updates-append-branch-for-multiple-identical-nodes",1
"lvgl/lvgl","kisvegabor","fix(scale): fix ITEM section styling",1
"postmanlabs/postman-docs","nerminamiller-postman","Update src/pages/docs/collaborating-in-postman/roles-and-permissions.md",0
